id,Response
437683,0.03053348387997863
450083,0.3916656491778477
475651,0.027934177054039954
489430,0.11598790545742019
465298,0.35074499740014503
481990,0.43910245283546123
413488,0.3657715774692025
482775,0.3090175248967042
507551,0.39717433372194605
476495,0.2399008690067128
507221,0.08310642090250488
434250,0.0004193256886627851
381113,0.013723216694168877
450733,0.0003606138746561074
416359,6.420079758209293e-05
400713,0.001088025745568442
410612,0.00021172821718824897
394095,0.3230522069589981
430723,0.4314156444165602
418482,0.10203250015930963
451993,0.00012139332940520803
478591,8.174843431005307e-05
414237,0.2827110797545111
481779,0.07082804671096952
453859,0.024672730032129095
381385,0.10696975459713552
442949,0.00028338588249016963
424097,0.00020164389305046474
467727,0.00019828635425821347
500011,0.0494711928620291
439398,0.00014910820447325062
411879,0.00015540998880117466
435679,0.1559591443139328
481456,0.0002994665475168238
414354,0.19979069970668162
469633,0.3446227574035112
425554,0.22346815323539942
504828,0.3527626610341185
395039,0.00023960937550402696
453993,0.00020608990508710545
405123,0.0003301648519294027
490938,0.348236377496196
418085,0.15310308146385976
485411,0.0002662458372063826
456306,0.0003310175253012708
392944,0.0002257715458398152
452583,0.48598610130994224
440720,0.2878078601464598
500127,0.03880904700140958
501147,0.06941175193850951
497381,0.26598232580315495
453769,0.0006563222771263869
450074,0.00017889125280926623
396696,0.3404577731953551
394934,0.0003338483332174397
432609,0.29973813292918844
485567,0.0004928922836000031
411068,0.0001836973712951653
443946,0.3053222858789721
445760,0.2982513690822902
395806,0.0002750349935723803
415025,0.0001522231999756286
463848,0.00021266772950444263
493442,0.002054802169490158
496085,0.00015741641137564558
492339,0.3657715774692025
434595,0.000395441466406139
459316,0.32671095500000485
498752,0.02337853419853224
447564,0.3024569243740971
484476,0.00037255530015513664
478302,0.00022621241241148324
435591,0.41397306857170135
479819,0.0005081804670604884
408215,0.1589892826469513
396436,0.0007993246306462591
477780,0.0002096247718556116
437014,0.09859870501813485
458925,6.052963056705853e-05
476229,0.1958483826438744
470428,0.12067568427753897
474904,0.2906057787308472
468274,0.2995873320773643
455684,0.0002777403746421598
399090,0.008279065221216514
499519,0.01737530687601783
383633,9.635425879038628e-05
383289,0.0007463983954952588
504154,0.0018349521356342564
411540,0.32225563501521143
475200,0.00020946146843067417
387894,0.24439878644675764
438124,0.2524344042515897
488755,0.012837568690806978
405749,0.000159847556026957
438961,0.00010975283325236915
427027,0.09595457941649206
496395,0.10823873629254295
497099,0.0002728047443790089
505592,0.023573160852980876
437012,0.11332795922400948
492765,0.07388319097763843
430969,0.0005998406820472256
450052,0.32002879979405935
392815,0.000395810707310786
425244,0.062127158881750966
496660,0.2748841800017406
508029,0.04196065128356663
415705,0.4599952994933138
422336,0.00018562190537686638
419267,0.0005755792627731842
457483,0.21276382323318802
425361,0.3657715774692025
459622,0.3657715774692025
496538,0.0005312035772391897
430541,0.00031357548025344136
498751,0.40158970180009046
427327,0.1840597286532554
439058,0.0665595883078584
422140,0.36560149406842607
428385,0.007978239505352055
497303,0.39119224069288344
383622,0.2609002134996665
471552,0.00011736201481386661
474231,0.31202240597878245
437904,0.26734995381335847
381348,0.0001327176946395989
486579,0.316104964110957
429301,0.022912987916482216
492801,3.0415204050871756e-05
493086,0.37733366774294436
429444,6.542326684643979e-05
489049,0.35204273944085035
384916,0.026377924114494748
467963,0.16988913958956348
484762,0.5160096173988951
493960,0.000241707961688012
505555,0.023978779217514772
443133,0.004799196828182723
492349,0.003830306456666642
454838,0.0003370837014593623
445405,0.0011170260519334555
439479,0.00270920591534354
432539,0.038760192699695294
456545,0.09970149218481528
423824,0.00029684010305748186
469837,0.29429452894236463
421113,0.0001417960002893529
413184,0.29943349442661665
474385,0.31252163563231206
438643,0.01199374065211045
485042,0.048146725273705504
471951,0.00014910820447325062
408157,0.3657715774692025
401597,0.224574292045514
444514,0.40917613574944717
408714,0.19510640490410883
423940,0.4007814670669849
499691,0.00031323560171865584
461781,0.03520773829822069
389351,0.01184699377877107
507093,0.23706382227893177
381218,0.3334839353653136
398397,0.1307287914815574
432901,0.0073475170684750585
415792,0.13977047958183852
406759,0.2361106535138944
438131,0.0008259173200892222
384595,0.3532473388649916
404227,0.2251968497612989
476188,0.000588054185613909
457925,0.2761241885548877
489691,0.00012256043742713566
440190,0.2995873320773643
422345,0.22220862955481382
497293,0.12364379818339179
401748,0.03511448840924568
432026,0.00014687815490066155
427354,0.001076262108037193
386416,0.00037255530015513664
502682,0.00014910820447325062
386859,0.28364732867147846
403943,0.000667417181521889
422176,0.3483618940545367
424995,0.3637967280603399
424464,0.00041888866553192766
454703,0.0005761167668507982
396401,0.4397776944935321
436577,0.3657715774692025
383795,0.03622431018894038
452837,0.00022654943979313666
495599,0.23882434080166742
485111,0.20543363895751254
486647,0.0009096086043992818
422082,0.3814705718020956
466461,0.2529145946406872
388481,0.3470264488014334
432155,9.614122089440916e-05
474266,0.0004681701390400224
503801,0.00011161903932353568
390597,0.2716826587985393
505539,0.00026929410738157314
400812,0.04949508067896369
405271,0.06755582020251752
