Score,Params,ID,Close
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_713,118.08244133939138
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_714,118.08244133939138
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_715,118.08244133939138
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_716,118.13971890055677
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_717,118.13971890055677
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_718,118.13971890055677
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_719,118.13971890055677
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_720,117.84326588956742
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_721,117.76407641766696
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_722,117.76407641766696
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_723,117.71236801648615
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_724,117.26844101527809
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_725,117.26844101527809
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_726,117.26844101527809
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_727,117.53926422575591
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_728,117.53926422575591
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_729,117.73655661137877
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_730,117.88870192634045
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_731,117.88870192634045
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_732,118.32685694646193
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_733,118.21958128258689
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_734,119.4520207288499
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_735,119.2280555059026
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_736,119.2280555059026
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_737,119.285333067068
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_738,119.285333067068
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_739,119.285333067068
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_740,119.285333067068
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_741,119.33533116977765
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_742,119.33533116977765
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_743,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_744,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_745,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_746,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_747,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_748,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_749,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_750,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_751,118.65040034277467
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_752,118.95074302645503
30.966006768306844,"{'depth': 1, 'od_wait': 15, 'learning_rate': 0.3}",id_753,119.17470824940233
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1467,45.82003309391381
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1468,45.79959442207506
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1469,45.80257166629541
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1470,45.72324248035271
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1471,45.73553923605719
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1472,45.71017908626209
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1473,45.52968165343691
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1474,45.525860583100894
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1475,45.5431441000087
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1476,45.497582340734425
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1477,45.45417380842764
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1478,45.49654371378483
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1479,45.51118251000071
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1480,45.51806355394973
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1481,45.498742604262134
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1482,45.51523447732097
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1483,45.51511403318409
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1484,45.536209889070506
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1485,45.52342528414147
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1486,45.562936962457286
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1487,45.639361951785304
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1488,45.57772161448929
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1489,45.54919154592562
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1490,45.68164751037466
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1491,45.666317378313124
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1492,45.729403104819994
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1493,45.74305617264736
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1494,45.71921025472011
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1495,45.70212180156295
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1496,45.739416948822054
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1497,45.598704390073635
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1498,45.62276203441934
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1499,45.720482980488214
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1500,45.62342402389777
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1501,45.56167076495831
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1502,45.581938490269295
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1503,45.573993138544665
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1504,45.57810437479702
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1505,45.59787560111408
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1506,45.46357458211742
1.93532039859262,"{'depth': 2, 'od_wait': 15, 'learning_rate': 0.5}",id_1507,45.87148800351696
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2221,149.48745645949225
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2222,149.48745645949225
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2223,149.48745645949225
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2224,149.48745645949225
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2225,149.48745645949225
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2226,149.48745645949225
94.15035958396659,"{'depth': 1, 'od_wait': 20, 'learning_rate': 0.3}",id_2227,149.48745645949225
